time,Cin,N1,N2,N3,N4,N5,Ninfty
4.63763763763764,1,0.90151172937243,0.945334221254294,0.989891036311359,0.999279298206972,1,1
4.65965965965966,1,0.902590236182879,0.946315951756371,0.990267692367064,0.999327988974077,1,1
4.68168168168168,1,0.903656932684011,0.947280850342132,0.990630978520667,0.999373499293803,1,1
4.7037037037037,1,0.904711948205938,0.948229184496027,0.990981338168399,0.999416028391441,1,1
4.72572572572573,1,0.905755410662527,0.949161218035665,0.991319201471283,0.999455763671319,1,1
4.74774774774775,1,0.906787446566912,0.950077211144662,0.991644985679852,0.999492881367674,1,1
4.76976976976977,1,0.907808181046828,0.950977420405777,0.991959095454431,0.999527547163548,1,1
4.79179179179179,1,0.908817737859788,0.95186209883434,0.99226192318084,0.999559916778985,1,1
4.81381381381381,1,0.909816239408081,0.952731495911933,0.992553849281386,0.99959013652978,1,1
4.83583583583584,1,0.910803806753619,0.953585857620283,0.992835242521037,0.999618343857978,1,1
4.85785785785786,1,0.91178055963261,0.954425426475375,0.993106460308685,0.999644667835335,1,1
4.87987987987988,1,0.912746616470078,0.95525044156172,0.9933678489934,0.999669229640878,1,1
4.9019019019019,1,0.913702094394222,0.956061138566792,0.99361974415561,0.999692143013697,1,1
4.92392392392392,1,0.914647109250613,0.956857749815573,0.99386247089316,0.999713514682063,1,1
4.94594594594595,1,0.915581775616243,0.957640504305228,0.994096344102168,0.999733444769928,1,1
4.96796796796797,1,0.916506206813417,0.958409627739843,0.994321668752681,0.99975202718184,1,1
4.98998998998999,1,0.917420514923491,0.959165342565242,0.994538740159063,0.999769349967258,1,1
5.01201201201201,1,0.918324810800461,0.959907868003848,0.994747844245131,0.999785495665227,1,1
5.03403403403403,1,0.919219204084403,0.960637420089563,0.994949257803996,0.999800541630351,1,1
5.05605605605606,1,0.920103803214769,0.961354211702668,0.995143248752634,0.999814560340941,1,1
5.07807807807808,1,0.920978715443533,0.962058452604711,0.995330076381177,0.99982761969021,1,1
5.1001001001001,1,0.921844046848191,0.962750349473369,0.995509991596934,0.999839783261337,1,1
5.12212212212212,1,0.92269990234463,0.963430105937273,0.995683237163178,0.999851110587196,1,1
5.14414414414414,1,0.92354638569984,0.964097922610785,0.9958500479327,0.999861657395513,1,1
5.16616616616617,1,0.924383599544501,0.964753997128692,0.996010651076186,0.999871475840192,1,1
5.18818818818819,1,0.925211645385424,0.965398524180836,0.996165266305427,0.999880614719501,1,1
5.21021021021021,1,0.926030623617859,0.966031695546634,0.996314106091433,0.999889119681797,1,1
5.23223223223223,1,0.926840633537664,0.966653700129503,0.996457375877463,0.999897033419441,1,1
5.25425425425425,1,0.927641773353349,0.967264723991156,0.996595274287048,0.999904395851505,1,1
5.27627627627628,1,0.928434140197981,0.967864950385778,0.996727993327046,0.999911244295872,1,1
5.2982982982983,1,0.929217830140959,0.968454559794054,0.996855718585791,0.999917613631293,1,1
5.32032032032032,1,0.929992938199664,0.969033729957053,0.996978629426394,0.999923536449922,1,1
5.34234234234234,1,0.930759558350978,0.969602635909943,0.997096899175255,0.999929043200863,1,1
5.36436436436436,1,0.931517783542679,0.970161450015546,0.99721069530586,0.999934162325204,1,1
5.38638638638639,1,0.932267705704711,0.970710341997711,0.997320179617925,0.999938920383003,1,1
5.40840840840841,1,0.933009415760328,0.9712494789745,0.997425508411951,0.999943342172673,1,1
5.43043043043043,1,0.933743003637118,0.97177902549118,0.99752683265928,0.999947450843193,1,1
5.45245245245245,1,0.934468558277909,0.972299143553022,0.997624298167698,0.999951267999528,1,1
5.47447447447447,1,0.935186167651547,0.972809992657879,0.997718045742682,0.99995481380166,1,1
5.4964964964965,1,0.93589591876357,0.973311729828558,0.997808211344355,0.999958107057572,1,1
5.51851851851852,1,0.936597897666748,0.97380450964497,0.997894926240234,0.99996116531055,1,1
5.54054054054054,1,0.937292189471523,0.974288484276056,0.997978317153827,0.999964004921101,1,1
5.56256256256256,1,0.937978878356325,0.974763803511472,0.998058506409193,0.999966641143827,1,1
5.58458458458458,1,0.938658047577778,0.975230614793052,0.998135612071504,0.999969088199522,1,1
5.60660660660661,1,0.939329779480795,0.975689063246015,0.998209748083714,0.999971359342786,1,1
5.62862862862863,1,0.939994155508564,0.976139291709935,0.998281024399407,0.999973466925404,1,1
5.65065065065065,1,0.940651256212418,0.97658144076946,0.998349547111893,0.999975422455761,1,1
5.67267267267267,1,0.941301161261605,0.977015648784773,0.998415418579647,0.999977236654502,1,1
5.69469469469469,1,0.941943949452944,0.977442051921801,0.998478737548156,0.999978919506677,1,1
5.71671671671672,1,0.942579698720382,0.977860784182158,0.998539599268259,0.999980480310579,1,1
5.73873873873874,1,0.943208486144443,0.978271977432833,0.998598095611053,0.999981927723464,1,1
5.76076076076076,1,0.943830387961569,0.978675761435598,0.998654315179448,0.999983269804356,1,1
5.78278278278278,1,0.944445479573369,0.979072263876163,0.998708343416448,0.999984514054102,1,1
5.8048048048048,1,0.945053835555757,0.97946161039305,0.998760262710222,0.999985667452848,1,1
5.82682682682683,1,0.945655529667996,0.979843924606195,0.998810152496059,0.999986736495091,1,1
5.84884884884885,1,0.946250634861638,0.980219328145278,0.998858089355264,0.999987727222469,1,1
5.87087087087087,1,0.946839223289373,0.980587940677776,0.998904147111084,0.999988645254408,1,1
5.89289289289289,1,0.947421366313774,0.980949879936736,0.998948396921726,0.999989495816774,1,1
5.91491491491491,1,0.94799713451595,0.981305261748272,0.998990907370543,0.999990283768651,1,1
5.93693693693694,1,0.948566597704104,0.98165420005878,0.999031744553462,0.999991013627359,1,1
5.95895895895896,1,0.949129824921997,0.98199680696187,0.999070972163717,0.999991689591823,1,1
5.98098098098098,1,0.949686884457318,0.982333192725026,0.999108651573965,0.999992315564399,1,1
6.003003003003,1,0.950237843849964,0.982663465815968,0.999144841915845,0.999992895171259,1,1
6.02502502502503,1,0.950782769900228,0.982987732928746,0.999179600157053,0.999993431781407,1,1
6.04704704704705,1,0.951321728676901,0.983306099009547,0.999212981175991,0.999993928524448,1,1
6.06906906906907,1,0.951854785525278,0.983618667282213,0.99924503783407,0.999994388307148,1,1
6.09109109109109,1,0.952382005075084,0.983925539273487,0.999275821045707,0.999994813828899,1,1
6.11311311311311,1,0.952903451248311,0.984226814837969,0.999305379846106,0.999995207596139,1,1
6.13513513513514,1,0.953419187266962,0.984522592182789,0.999333761456857,0.999995571935796,1,1
6.15715715715716,1,0.953929275660724,0.984812967892007,0.999361011349438,0.999995909007831,1,1
6.17917917917918,1,0.954433778274544,0.985098036950722,0.999387173306655,0.999996220816925,1,1
6.2012012012012,1,0.954932756276129,0.985377892768909,0.999412289482102,0.99999650922337,1,1
6.22322322322322,1,0.955426270163363,0.985652627204967,0.999436400457678,0.999996775953231,1,1
6.24524524524525,1,0.95591437977164,0.985922330588997,0.99945954529922,0.999997022607792,1,1
6.26726726726727,1,0.956397144281121,0.9861870917458,0.999481761610321,0.999997250672376,1,1
6.28928928928929,1,0.956874622223908,0.986446998017594,0.999503085584364,0.999997461524546,1,1
6.31131131131131,1,0.957346871491138,0.986702135286458,0.99952355205484,0.999997656441749,1,1
6.33333333333333,1,0.957813949340009,0.986952587996505,0.999543194543992,0.999997836608427,1,1
6.35535535535536,1,0.958275912400715,0.987198439175779,0.99956204530984,0.999998003122639,1,1
6.37737737737738,1,0.958732816683315,0.987439770457875,0.999580135391631,0.999998157002225,1,1
6.3993993993994,1,0.959184717584524,0.987676662103301,0.99959749465376,0.999998299190538,1,1
6.42142142142142,1,0.959631669894428,0.987909193020561,0.999614151828219,0.99999843056178,1,1
6.44344344344344,1,0.96007372780313,0.988137440786974,0.999630134555599,0.999998551925966,1,1
6.46546546546547,1,0.960510944907317,0.988361481669227,0.999645469424711,0.999998664033534,1,1
6.48748748748749,1,0.960943374216759,0.988581390643667,0.999660182010851,0.999998767579643,1,1
6.50950950950951,1,0.961371068160738,0.988797241416329,0.999674296912763,0.999998863208155,1,1
6.53153153153153,1,0.961794078594402,0.9890091064427,0.999687837788327,0.999998951515351,1,1
6.55355355355355,1,0.962212456805055,0.989217056947231,0.999700827389031,0.999999033053371,1,1
6.57557557557558,1,0.962626253518371,0.989421162942591,0.99971328759324,0.999999108333425,1,1
6.5975975975976,1,0.963035518904549,0.989621493248658,0.999725239438331,0.999999177828759,1,1
6.61961961961962,1,0.963440302584394,0.989818115511274,0.999736703151693,0.999999241977427,1,1
6.64164164164164,1,0.96384065363533,0.990011096220729,0.999747698180665,0.999999301184857,1,1
6.66366366366366,1,0.964236620597357,0.990200500730016,0.999758243221416,0.999999355826231,1,1
6.68568568568569,1,0.964628251478929,0.990386393272823,0.999768356246822,0.999999406248706,1,1
6.70770770770771,1,0.965015593762781,0.990568836981292,0.999778054533358,0.999999452773464,1,1
6.72972972972973,1,0.96539869441168,0.990747893903531,0.999787354687046,0.999999495697621,1,1
6.75175175175175,1,0.965777599874123,0.990923625020881,0.999796272668486,0.999999535296,1,1
6.77377377377377,1,0.96615235608997,0.991096090264957,0.999804823816998,0.999999571822771,1,1
6.7957957957958,1,0.966523008496008,0.991265348534441,0.999813022873912,0.999999605512979,1,1
6.81781781781782,1,0.966889602031465,0.991431457711647,0.999820884005019,0.999999636583954,1,1
6.83983983983984,1,0.967252181143456,0.991594474678856,0.999828420822233,0.999999665236625,1,1
6.86186186186186,1,0.967610789792375,0.991754455334414,0.999835646404464,0.999999691656739,1,1
6.88388388388388,1,0.967965471457221,0.991911454608615,0.999842573317754,0.999999716015983,1,1
6.90590590590591,1,0.968316269140872,0.992065526479347,0.999849213634679,0.999999738473038,1,1
6.92792792792793,1,0.968663225375297,0.992216723987524,0.999855578953056,0.999999759174541,1,1
6.94994994994995,1,0.969006382226716,0.992365099252293,0.999861680413974,0.999999778255988,1,1
